cpic_genesymbol	cpic_chr	cpic_description	cpic_proteinsequenceid	cpic_chromosequenceid	cpic_mrsequenceid	cpic_hgncid	cpic_ncbiid	cpic_ensemblid	PharmGKBID	cpic_frequencymethods	cpic_lookupmethod	GenotypeAllele	Gene	cpic_url	cpic_functionmethods	cpic_notesolleleming	cpic_id	cpic_result	cpic_activityscore	cpic_ehrpriority	cpic_consultationtext	cpic_version.y	cpic_frequency	cpic_drugid.x	cpic_me	cpic_rxnormid	cpic_drugbankid	cpic_atcid	chemicals	cpic_flowchart	cpic_version.x.x	cpic_guidelineid.x	cpic_phenotypeid	cpic_lookupkey	cpic_function1	cpic_function2	cpic_activityvalue1	cpic_activityvalue2	cpic_totalactivityscore	cpic_description	cpic_pairid	cpic_drugid.y	cpic_guidelineid.y	cpic_usedforrecommendation	cpic_version.y.y	cpic_level	cpic_pgkbcalevel	cpic_pgxtesting	cpic_citations	cpic_removed	cpic_removeddate	cpic_removedreason	ClinicalAnnotationID	GenotypeAllele	AnnotationText	AlleleFunction	EvidenceType	EvidenceURL	PMID	Summary	Score.x	Date	Type	Comment	variant	Gene	LevelofEvidence	LevelOverride	LevelModifiers	Score.y	PhenotypeCategory	PMIDCount	EvidenceCount	Drug	Phenotype	LatestHistoryDate.x	URL	SpecialtyPopulation	gene	type	levelofevidence	chemicals	phenotypes	me	Source	BiomarkerFlag	TestingLevel	HasPrescribingInfo	HasDosingInfo	HasAlterteDrug	CancerGenome	Prescribing	Chemicals	Genes	VariantsHaplotypes	LatestHistoryDate.y	GeneID	GeneSymbol	Labelmes
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Toxicity	3	atorvastatin	"Corory Artery Disease,Myalgia unspecified"																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Toxicity	3	sirolimus	Kidney Transplantation																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Other	3	talinolol																																																																						
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Efficacy	3	"anthracyclines and related substances,taxanes"	Breast Neoplasms																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Efficacy	3	"lamivudine,lopivir,ritovir,zidovudine"	HIV Infections																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Efficacy	3	tamoxifen	Breast Neoplasms																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Efficacy	3	morphine	Pain																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Other	3	rhodamine 123																																																																						
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Efficacy	3	vincristine	Precursor Cell Lymphoblastic Leukemia-Lymphoma																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Other	3	morphine	Pain																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Other	3	olanzapine	Psychotic Disorders																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	"Efficacy,Toxicity"	3	"efavirenz,nelfivir"	HIV Infections																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Toxicity	3	risperidone	Schizophrenia																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Toxicity	3	tacrolimus	Kidney Transplantation																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Other	3	hmg coa reductase inhibitors																																																																						
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Efficacy	3	phenobarbital	Epilepsy																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Toxicity	3	"methylprednisolone,prednisolone"	Kidney Transplantation																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Metabolism/PK	3	etoposide	Precursor Cell Lymphoblastic Leukemia-Lymphoma																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Metabolism/PK	3	cyclosporine	Transplantation																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Metabolism/PK	3	daptomycin																																																																						
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Toxicity	3	sorafenib	"Carcinoma, Rel Cell,Hypertension"																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Efficacy	3	agomelatine	Depressive Disorder																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Efficacy	3	venlafaxine	"Depressive Disorder,rcolepsy"																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Efficacy	3	Selective serotonin reuptake inhibitors	Depressive Disorder																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Efficacy	3	modafinil	rcolepsy																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Metabolism/PK	3	silibinin																																																																						
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Toxicity	3	sunitinib	"Carcinoma, Rel Cell"																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Toxicity	3	tacrolimus	Kidney Transplantation																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Efficacy	3	Platinum compounds	"Carcinoma, Non-Small-Cell Lung"																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Metabolism/PK	3	voricozole																																																																						
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Dosage	3	antipsychotics	Schizophrenia																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Metabolism/PK	3	"lansoprazole,tacrolimus"	"Gastroesophageal Reflux,Transplantation"																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Toxicity	3	"Antivirals for treatment of HIV infections, combitions,Drugs For Treatment Of Tuberculosis"	"HIV Infections,Tuberculosis"																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Toxicity	3	clozapine																																																																						
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Metabolism/PK	3	Dabigatran																																																																						
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Metabolism/PK	3	rivaroxaban																																																																						
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Efficacy	3	tacrolimus	"Colitis, Ulcerative"																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Toxicity	3	astrozole	"Arthralgia,Breast Neoplasms"																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Toxicity	3	everolimus	"Breast Neoplasms,mucositis"																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Toxicity	3	"Drugs For Treatment Of Tuberculosis,isoniazid"	Tuberculosis																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	"Efficacy,Toxicity,Metabolism/PK"	3	clopidogrel	"Acute corory syndrome,Myocardial Infarction"																																																																					
655384878	GG	"Patients with the GG genotype who are treated with iloperidone may have increased risk for adverse cardiovascular events as compared to patients with the TT or GT genotype. Other genetic and clinical factors may also influence a patients response."""										rs1045642	ABCB1	3		Tier 1 VIP	1.75	Toxicity	1	1	nortriptyline	"Depression;Depressive Disorder;Depressive Disorder, Major;Hypotension"	3/24/21	https://www.pharmgkb.org/clinicalAnnotation/655384846		ABCB1	Efficacy	3	imatinib	"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"																																																																					
